PubIssueID,Title,NA Gaps,First Volume,Last Volume
sim_journal-of-immunological-methods,Journal of Immunological Methods,,1971.0,1999.0
sim_journal-of-immunology,The Journal of Immunology,,1982.0,2010.0
sim_journal-of-imperial-and-commonwealth-history,The Journal of Imperial and Commonwealth History,,1990.0,2005.0
sim_journal-of-inclusion-phenomena-and-macrocyclic-chemistry,Journal of Inclusion Phenomena and Macrocyclic Chemistry,,1993.0,1996.0
sim_journal-of-independent-social-work,Journal of Independent Social Work,,1986.0,1990.0
sim_journal-of-indian-art-and-industries,Journal of Indian Art and Industries,1907; 1908; ,1886.0,1916.0
sim_journal-of-indian-philosophy,Journal of Indian Philosophy,,1984.0,2015.0
sim_journal-of-individual-psychology,Journal of Individual Psychology,,1940.0,2011.0
sim_journal-of-industrial-economics,The Journal of Industrial Economics,1958; 1959; 1960; 1961; 1962; 1963; 1964; 1965; 1966; 1967; 1968; 1969; 1970; 1971; 1972; 1973; 1974; 1975; 1976; 1977; 1978; 1979; 1980; 1981; ,1952.0,2010.0
sim_journal-of-industrial-engineering,The Journal of Industrial Engineering,,1949.0,1968.0
sim_journal-of-industrial-hemp,Journal of Industrial Hemp,,2002.0,2004.0
sim_journal-of-industrial-microbiology-biotechnology,Journal of Industrial Microbiology & Biotechnology,,1986.0,1992.0
sim_journal-of-industrial-psychology,Journal of Industrial Psychology,,1963.0,1970.0
sim_journal-of-industrial-textiles,Journal of Industrial Textiles,,1971.0,1996.0
sim_journal-of-infectious-disease-pharmacotherapy,Journal of Infectious Disease Pharmacotherapy,2002; ,1995.0,2003.0
sim_journal-of-infectious-diseases,The Journal of Infectious Diseases,,1904.0,2014.0
sim_journal-of-information-and-image-management,The Journal of Information and Image Management,,1967.0,1986.0
sim_journal-of-information-science,Journal of Information Science,,1979.0,1993.0
sim_journal-of-information-security-and-applications,Journal of Information Security and Applications,,1998.0,2001.0
sim_journal-of-information-systems-education,Journal of Information Systems Education,,2006.0,2006.0
sim_journal-of-infrastructure-systems,Journal of Infrastructure Systems,,1995.0,2005.0
sim_journal-of-infusion-nursing,Journal of Infusion Nursing,,1978.0,2013.0
sim_journal-of-inherited-metabolic-disease,Journal of Inherited Metabolic Disease,,1991.0,1994.0
sim_journal-of-inorganic-and-nuclear-chemistry,Journal of Inorganic and Nuclear Chemistry,,1955.0,1981.0
sim_journal-of-inorganic-biochemistry,Journal of Inorganic Biochemistry,,1971.0,2006.0
sim_journal-of-insect-physiology,Journal of Insect Physiology,,1957.0,2004.0
sim_journal-of-instructional-development-jid,Journal of Instructional Development: JID,1983; ,1977.0,1988.0
sim_journal-of-instructional-psychology,Journal of Instructional Psychology,,1974.0,2012.0
sim_journal-of-insurance-regulation,Journal of Insurance Regulation,,1994.0,1995.0
sim_journal-of-integral-equations,Journal of Integral Equations,,1979.0,1984.0
sim_journal-of-intellectual-developmental-disability,Journal of Intellectual & Developmental Disability,,1974.0,2006.0
sim_journal-of-intellectual-disability-research,Journal of Intellectual Disability Research,,1972.0,2007.0
sim_journal-of-intelligent-robotic-systems,Journal of Intelligent & Robotic Systems,,1988.0,1996.0
sim_journal-of-intensive-care-medicine,Journal of Intensive Care Medicine,,1991.0,2015.0
sim_journal-of-interactive-learning-research,Journal of Interactive Learning Research,1991; 2009; 2011; ,1989.0,2015.0
sim_journal-of-interactive-marketing,Journal of Interactive Marketing,,1987.0,2013.0
sim_journal-of-interdisciplinary-history,The Journal of Interdisciplinary History,,1970.0,2015.0
sim_journal-of-interdisciplinary-studies,Journal of Interdisciplinary Studies,,1993.0,1996.0
sim_journal-of-intergenerational-relationships,Journal of Intergenerational Relationships,,2003.0,2004.0
sim_journal-of-intergroup-relations,Journal of Intergroup Relations,2006; ,1970.0,2008.0
sim_journal-of-interlibrary-loan-delivery-electronic-reserve,"Journal of Interlibrary Loan, Document Delivery & Electronic Reserve",1998; ,1990.0,2009.0
sim_journal-of-internal-medicine,Journal of Internal Medicine,,1989.0,2008.0
sim_journal-of-international-accounting-auditing-taxation,Journal of International Accounting Auditing & Taxation,,1993.0,2008.0
sim_journal-of-international-affairs,Journal of International Affairs,,1947.0,2016.0
sim_journal-of-international-business-studies,Journal of International Business Studies,,1970.0,2015.0
sim_journal-of-international-consumer-marketing,Journal of International Consumer Marketing,1998; ,1988.0,2005.0
sim_journal-of-international-development,Journal of International Development,,1989.0,1993.0
sim_journal-of-international-economics,Journal of International Economics,,1971.0,2015.0
sim_journal-of-international-financial-management-accounting,Journal of International Financial Management & Accounting,1993; ,1989.0,2001.0
sim_journal-of-international-food-agribusiness-marketing,Journal of International Food & Agribusiness Marketing,2000; ,1989.0,2004.0
sim_journal-of-international-marketing,Journal of International Marketing,,1993.0,2009.0
sim_journal-of-international-money-and-finance,Journal of International Money and Finance,,1982.0,2015.0
sim_journal-of-internet-commerce,Journal of Internet Commerce,,2002.0,2004.0
sim_journal-of-interpersonal-violence,Journal of Interpersonal Violence,,1989.0,2015.0
sim_journal-of-interprofessional-care,Journal of Interprofessional Care,,1986.0,1990.0
sim_journal-of-investigative-dermatology,The Journal of Investigative Dermatology,,1996.0,2004.0
sim_journal-of-irish-literature,Journal of Irish Literature,,1972.0,1993.0
sim_journal-of-irreproducible-results,The Journal of Irreproducible Results,1983; 1989; ,1980.0,2003.0
sim_journal-of-irrigation-and-drainage-engineering,Journal of Irrigation and Drainage Engineering,,1973.0,2011.0
sim_journal-of-jastro-nihon-hoshasen-shuyo-gakkai-shi,The Journal of JASTRO (Nihon Hoshasen Shuyo Gakkai Shi),,1990.0,1993.0
sim_journal-of-jazz-studies,Journal of Jazz Studies,,1976.0,1979.0
sim_journal-of-jewish-communal-service,Journal of Jewish Communal Service,2006; ,1980.0,2014.0
sim_journal-of-jewish-education,Journal of Jewish Education,1995; ,1980.0,2008.0
sim_journal-of-jewish-studies,Journal of Jewish Studies,,,
sim_journal-of-jurisprudence-a-n-of-the-american-law-journal,Journal of Jurisprudence; A New Series of the American Law Journal,,1821.0,1821.0
sim_journal-of-knee-surgery,The Journal of Knee Surgery,,1992.0,1994.0
sim_journal-of-korean-affairs,Journal of Korean Affairs,,1971.0,1974.0
sim_journal-of-labelled-compounds-radiopharmaceuticals,Journal of Labelled Compounds & Radiopharmaceuticals,,1965.0,2004.0
sim_journal-of-labor-economics,Journal of Labor Economics,,1983.0,2011.0
sim_journal-of-labor-research,Journal of Labor Research,,1980.0,2008.0
sim_journal-of-language-and-social-psychology,Journal of Language and Social Psychology,,1994.0,1995.0
sim_journal-of-language-identity-and-education,"Journal of Language, Identity, and Education",,2004.0,2005.0
sim_journal-of-laryngology-and-otology,The Journal of Laryngology and Otology,,1961.0,2015.0
sim_journal-of-latin-american-studies,Journal of Latin American Studies,,1969.0,2015.0
sim_journal-of-law-and-economics,Journal of Law and Economics,,1958.0,2014.0
sim_journal-of-law-and-education,Journal of Law and Education,,1972.0,2015.0
sim_journal-of-law-and-society,Journal of Law and Society,,1988.0,1996.0
sim_journal-of-law-economics-organization,Journal of Law Economics & Organization,,1990.0,2006.0
sim_journal-of-law-medicine-ethics,"The Journal of Law, Medicine & Ethics",,1979.0,2012.0
sim_journal-of-learning-disabilities,Journal of Learning Disabilities,,1968.0,2015.0
sim_journal-of-legal-education,Journal of Legal Education,,1981.0,2007.0
sim_journal-of-legal-medicine,The Journal of Legal Medicine,,1979.0,2010.0
sim_journal-of-legal-studies,Journal of Legal Studies,,1972.0,2013.0
sim_journal-of-legislation,Journal of Legislation,1992; ,1975.0,2006.0
sim_journal-of-leisurability,Journal of Leisurability,,1980.0,2000.0
sim_journal-of-leisure-research,Journal of Leisure Research,,1969.0,2014.0
sim_journal-of-lesbian-studies,Journal of Lesbian Studies,,1997.0,2004.0
sim_journal-of-lgbt-health-research,Journal of LGBT Health Research,,1996.0,1996.0
sim_journal-of-lgbt-youth,Journal of LGBT Youth,,2003.0,2004.0
sim_journal-of-libertarian-studies,The Journal of Libertarian Studies,,1977.0,1978.0
sim_journal-of-librarianship-and-information-science,Journal of Librarianship and Information Science,,1986.0,1987.0
sim_journal-of-library-administration,Journal of Library Administration,,1980.0,2014.0
sim_journal-of-library-automation,Journal of Library Automation,,1968.0,1981.0
sim_journal-of-library-informatiservice-in-distance-learning,Journal of Library & Information Service in Distance Learning,,2004.0,2004.0
sim_journal-of-library-metadata,Journal of Library Metadata,,1997.0,2003.0
sim_journal-of-lightwave-technology,Journal of Lightwave Technology,2000; ,1981.0,2002.0
sim_journal-of-linguistics,Journal of Linguistics,,1965.0,2014.0
sim_journal-of-lipid-research,Journal of Lipid Research,,1959.0,2011.0
sim_journal-of-liquid-chromatography-related-technologies,Journal of Liquid Chromatography & Related Technologies,,1985.0,1985.0
sim_journal-of-literacy-research,Journal of Literacy Research,,1969.0,2014.0
sim_journal-of-logic-and-algebraic-programming,The Journal of Logic and Algebraic Programming,,1984.0,1999.0
sim_journal-of-logic-language-and-information,"Journal of Logic, Language and Information",1995; 1996; 1997; 1998; 1999; 2000; 2001; 2002; 2003; 2004; 2005; ,1992.0,2006.0
sim_journal-of-long-term-care-administration,The Journal of Long Term Care Administration,,1973.0,1996.0
sim_journal-of-loss-prevention-in-the-process-industries,Journal of Loss Prevention in the Process Industries,,1988.0,1996.0
sim_journal-of-low-temperature-physics,Journal of Low Temperature Physics,1978; 1979; 1980; 1981; 1982; 1983; 1984; 1985; 1986; 1987; 1988; 1989; 1990; 1991; 1992; 1993; ,1969.0,1994.0
sim_journal-of-luminescence,Journal of Luminescence,,1970.0,2006.0
sim_journal-of-macroeconomics,Journal of Macroeconomics,,1979.0,2012.0
sim_journal-of-macromarketing,Journal of Macromarketing,,1990.0,2007.0
sim_journal-of-magnetism-and-magnetic-materials,Journal of Magnetism and Magnetic Materials,1987; ,1976.0,2005.0
sim_journal-of-maintenance-in-the-addictions,Journal of Maintenance in the Addictions,,2000.0,2000.0
sim_journal-of-mammalogy,Journal of Mammalogy,,1919.0,2015.0
sim_journal-of-management,Journal of Management,,1975.0,2015.0
sim_journal-of-management-accounting-research,Journal of Management Accounting Research,1997; 1998; 1999; 2000; 2001; 2002; 2003; 2004; ,1991.0,2008.0
sim_journal-of-management-development,The Journal of Management Development,1996; 1997; 1998; 1999; 2000; 2001; 2002; ,1992.0,2003.0
sim_journal-of-management-education,Journal of Management Education,,1994.0,2015.0
sim_journal-of-management-in-engineering,Journal of Management in Engineering,,1985.0,2006.0
sim_journal-of-management-information-systems,Journal of Management Information Systems,2009; ,1988.0,2011.0
sim_journal-of-management-inquiry,Journal of Management Inquiry,,1998.0,2014.0
sim_journal-of-management-studies,The Journal of Management Studies,,1982.0,2015.0
sim_journal-of-managerial-issues,Journal of Managerial Issues,,1993.0,1996.0
sim_journal-of-managerial-psychology,Journal of Managerial Psychology,,1993.0,1995.0
sim_journal-of-manual-medicine,Journal of Manual Medicine,,1989.0,1991.0
sim_journal-of-manufacturing-and-operations-management,Journal of Manufacturing and Operations Management,,1988.0,1990.0
sim_journal-of-manufacturing-processes,Journal of Manufacturing Processes,,2000.0,2008.0
sim_journal-of-manufacturing-science-and-engineering,Journal of Manufacturing Science and Engineering,,1959.0,2011.0
sim_journal-of-manufacturing-systems,Journal of Manufacturing Systems,,1982.0,2002.0
sim_journal-of-marine-research,Journal of Marine Research,,1980.0,2012.0
sim_journal-of-marine-science-and-technology,Journal of Marine Science and Technology,,2006.0,2006.0
sim_journal-of-marine-systems,Journal of Marine Systems,2000; 2001; 2002; ,1990.0,2003.0
sim_journal-of-marital-and-family-therapy,Journal of Marital and Family Therapy,,1975.0,2015.0
sim_journal-of-maritime-law-and-commerce,Journal of Maritime Law and Commerce,,1977.0,2015.0
sim_journal-of-marketing,Journal of Marketing,,1936.0,2014.0
sim_journal-of-marketing-channels,Journal of Marketing Channels,2006; 2009; ,1991.0,2011.0
sim_journal-of-marketing-education,Journal of Marketing Education,,1990.0,2015.0
sim_journal-of-marketing-for-higher-education,Journal of Marketing for Higher Education,1992; 1998; ,1988.0,2004.0
sim_journal-of-marketing-for-mental-health,Journal of Marketing for Mental Health,,1986.0,1989.0
sim_journal-of-marketing-theory-and-practice,Journal of Marketing Theory and Practice,1994; ,1992.0,2004.0
sim_journal-of-marriage-and-family,Journal of Marriage and Family,,1939.0,2015.0
sim_journal-of-mass-spectrometry,Journal of Mass Spectrometry,,1995.0,2004.0
sim_journal-of-materials,Journal of Materials,,1966.0,1972.0
sim_journal-of-materials-engineering,Journal of Materials Engineering,,1979.0,1991.0
sim_journal-of-materials-engineering-and-performance,Journal of Materials Engineering and Performance,,1992.0,2000.0
sim_journal-of-materials-in-civil-engineering,Journal of Materials in Civil Engineering,,1989.0,2005.0
sim_journal-of-materials-processing-technology,Journal of Materials Processing Technology,,1977.0,2011.0
sim_journal-of-materials-research,Journal of Materials Research,,1989.0,2005.0
sim_journal-of-materials-science,Journal of Materials Science,,1983.0,2000.0
sim_journal-of-materials-science-letters,Journal of Materials Science Letters,,1982.0,1999.0
sim_journal-of-materials-shaping-technology,Journal of Materials Shaping Technology,,1979.0,1991.0
sim_journal-of-mathematical-behavior,The Journal of Mathematical Behavior,2003; ,2002.0,2009.0
sim_journal-of-mathematical-biology,Journal of Mathematical Biology,1996; 1997; 1998; ,1974.0,1999.0
sim_journal-of-mathematical-economics,Journal of Mathematical Economics,,1974.0,2003.0
sim_journal-of-mathematical-imaging-and-vision,Journal of Mathematical Imaging and Vision,,1992.0,1993.0
sim_journal-of-mathematical-physics,Journal of Mathematical Physics,,1960.0,2010.0
sim_journal-of-mathematical-sciences,Journal of Mathematical Sciences,1974; 1975; ,1973.0,1977.0
sim_journal-of-mechanical-design,Journal of Mechanical Design,,1983.0,2009.0
sim_journal-of-mechanical-engineering-science,Journal of Mechanical Engineering Science,,1976.0,1982.0
sim_journal-of-media-ethics,Journal of Media Ethics,,1993.0,2010.0
sim_journal-of-medical-challenge,The Journal of Medical Challenge,1974; ,1973.0,1979.0
sim_journal-of-medical-engineering-technology,Journal of Medical Engineering & Technology,,1991.0,2005.0
sim_journal-of-medical-entomology,Journal of Medical Entomology,,1975.0,2015.0
sim_journal-of-medical-ethics,Journal of Medical Ethics,2004; 2005; ,1989.0,2006.0
sim_journal-of-medical-genetics,Journal of Medical Genetics,2004; ,1972.0,2005.0
sim_journal-of-medical-humanities,The Journal of Medical Humanities,1978; 1979; 1983; ,1976.0,2006.0
sim_journal-of-medical-imaging-and-radiation-oncology,Journal of Medical Imaging and Radiation Oncology,1975; 1976; ,2006.0,2006.0
sim_journal-of-medical-imaging-and-radiation-sciences,Journal of Medical Imaging and Radiation Sciences,,1970.0,2012.0
sim_journal-of-medical-microbiology,Journal of Medical Microbiology,,1982.0,2007.0
sim_journal-of-medical-primatology,Journal of Medical Primatology,,1972.0,1974.0
sim_journal-of-medical-systems,Journal of Medical Systems,,1989.0,2006.0
sim_journal-of-medical-technology,Journal of Medical Technology : Official Publication of American Medical Technologists [And] American Society for Medical Technology,,1984.0,1987.0
sim_journal-of-medicinal-chemistry,Journal of Medicinal Chemistry,,1959.0,2014.0
sim_journal-of-medicine,Journal of Medicine,,1973.0,1973.0
sim_journal-of-medicine-and-philosophy,The Journal of Medicine and Philosophy,,1985.0,2012.0
sim_journal-of-medieval-and-early-modern-studies,Journal of Medieval and Early Modern Studies,,1971.0,2015.0
sim_journal-of-medieval-history,Journal of Medieval History,,1975.0,2010.0
sim_journal-of-membrane-biology,Journal of Membrane Biology,,1969.0,1996.0
sim_journal-of-membrane-science,Journal of Membrane Science,,1977.0,1996.0
sim_journal-of-mental-health,Journal of Mental Health,,2004.0,2008.0
sim_journal-of-mental-health-counseling,Journal of Mental Health Counseling,,1979.0,2011.0
sim_journal-of-metamorphic-geology,Journal of Metamorphic Geology,,1983.0,2002.0
sim_journal-of-mexican-american-history,The Journal of Mexican American History,,1970.0,1975.0
sim_journal-of-microbiological-methods,Journal of Microbiological Methods,,1983.0,1997.0
sim_journal-of-microelectromechanical-systems,Journal of Microelectromechanical Systems,,1992.0,2002.0
sim_journal-of-microencapsulation,Journal of Microencapsulation,,1994.0,1995.0
sim_journal-of-micromechanics-and-microengineering,Journal of Micromechanics and Microengineering,,1991.0,1997.0
sim_journal-of-micronutrient-analysis,Journal of Micronutrient Analysis,,1985.0,1990.0
sim_journal-of-microscopy,Journal of Microscopy,,1980.0,1995.0
sim_journal-of-midwifery-womens-health,Journal of Midwifery & Women's Health,,1975.0,2015.0
sim_journal-of-military-history,The Journal of Military History,,1989.0,2011.0
sim_journal-of-mining-science,Journal of Mining Science,,1970.0,1976.0
sim_journal-of-ministry-in-addiction-recovery,Journal of Ministry in Addiction & Recovery,,1994.0,2000.0
sim_journal-of-ministry-marketing-management,Journal of Ministry Marketing & Management,,1995.0,2001.0
sim_journal-of-mississippi-history,Journal of Mississippi History,2011; ,1979.0,2012.0
sim_journal-of-modern-african-studies,The Journal of Modern African Studies,,1963.0,2015.0
sim_journal-of-modern-history,The Journal of Modern History,,1929.0,2016.0
sim_journal-of-modern-literature,Journal of Modern Literature,1978; 1991; ,1970.0,2014.0
sim_journal-of-molecular-catalysis,Journal of Molecular Catalysis,,1975.0,1995.0
sim_journal-of-molecular-catalysis-a-chemical,Journal of Molecular Catalysis A: Chemical,,1996.0,1996.0
sim_journal-of-molecular-catalysis-b-enzymatic,Journal of Molecular Catalysis B: Enzymatic,,1996.0,1996.0
sim_journal-of-molecular-electronics,Journal of Molecular Electronics,,1985.0,1991.0
sim_journal-of-molecular-evolution,Journal of Molecular Evolution,1997; ,1971.0,2007.0
sim_journal-of-molecular-graphics-modelling,Journal of Molecular Graphics & Modelling,,1987.0,1994.0
sim_journal-of-molecular-histology,Journal of Molecular Histology,,1968.0,1996.0
sim_journal-of-molecular-liquids,Journal of Molecular Liquids,,1967.0,1997.0
sim_journal-of-molecular-medicine,Journal of Molecular Medicine,,1982.0,1983.0
sim_journal-of-molecular-recognition-jmr,Journal of Molecular Recognition: JMR,,1991.0,2001.0
sim_journal-of-molecular-structure,Journal of Molecular Structure,,1992.0,1992.0
sim_journal-of-monetary-economics,Journal of Monetary Economics,,1975.0,2008.0
sim_journal-of-money-credit-and-banking,"Journal of Money, Credit, and Banking",,1969.0,2015.0
sim_journal-of-money-laundering-control,Journal of Money Laundering Control,,2006.0,2008.0
sim_journal-of-moral-education,Journal of Moral Education,1985; 1986; 1987; 1988; 1989; 1990; 1991; 1992; ,1971.0,2013.0
sim_journal-of-morphology,Journal of Morphology,,1999.0,2000.0
sim_journal-of-motor-behavior,Journal of Motor Behavior,,1969.0,2015.0
sim_journal-of-multicriteria-decision-analysis,Journal of Multicriteria Decision Analysis,,1992.0,1992.0
sim_journal-of-multicultural-counseling-and-development,Journal of Multicultural Counseling and Development,,1972.0,2015.0
sim_journal-of-multicultural-nursing-health,Journal of Multicultural Nursing & Health,,2002.0,2002.0
sim_journal-of-multistate-taxation-and-incentives,Journal of Multistate Taxation and Incentives,,2006.0,2006.0
sim_journal-of-muscle-research-and-cell-motility,Journal of Muscle Research and Cell Motility,,1989.0,1989.0
sim_journal-of-musculoskeletal-pain,Journal of Musculoskeletal Pain,,1993.0,2008.0
sim_journal-of-music-theory,Journal of Music Theory,,1957.0,2015.0
sim_journal-of-music-therapy,Journal of Music Therapy,,1964.0,2014.0
sim_journal-of-musick,Journal of Musick,,1810.0,1810.0
sim_journal-of-musicology,The Journal of Musicology,2000; ,1985.0,2010.0
sim_journal-of-narrative-theory-jnt,Journal of Narrative Theory: JNT,,1971.0,2010.0
sim_journal-of-natural-history,Journal of Natural History,,1989.0,1996.0
sim_journal-of-navigation,The Journal of Navigation,,1998.0,2005.0
sim_journal-of-near-death-studies,Journal of Near-Death Studies,,1991.0,2002.0
sim_journal-of-near-eastern-studies,Journal of Near Eastern Studies,,1942.0,2014.0
sim_journal-of-negro-education,The Journal of Negro Education,,1932.0,2015.0
sim_journal-of-nematology,Journal of Nematology,,1989.0,1991.0
sim_journal-of-nervous-and-mental-disease,Journal of Nervous and Mental Disease,,2002.0,2013.0
sim_journal-of-neural-transmission,Journal of Neural Transmission,,1984.0,1989.0
sim_journal-of-neural-transmission-general-section,Journal of Neural Transmission. General Section,,1989.0,1995.0
sim_journal-of-neuro-oncology,Journal of Neuro - Oncology,,1991.0,1994.0
sim_journal-of-neuro-ophthalmology,Journal of Neuro-Ophthalmology,1997; ,1994.0,2001.0
sim_journal-of-neurochemistry,Journal of Neurochemistry,,1956.0,1979.0
sim_journal-of-neuroendocrinology,Journal of Neuroendocrinology,,1989.0,1990.0
sim_journal-of-neuroimmunology,Journal of Neuroimmunology,1987; 1994; ,1981.0,1996.0
sim_journal-of-neurolinguistics,Journal of Neurolinguistics,1992; 1993; ,1988.0,1995.0
sim_journal-of-neurology,Journal of Neurology,1996; 1997; 1998; ,1947.0,2001.0
sim_journal-of-neurology-neurosurgery-and-psychiatry,"Journal of Neurology, Neurosurgery and Psychiatry",,1926.0,2003.0
sim_journal-of-neuropathology-and-experimental-neurology,Journal of Neuropathology and Experimental Neurology,,1949.0,2005.0
sim_journal-of-neurophysiology,Journal of Neurophysiology,,1938.0,2015.0
sim_journal-of-neuropsychiatry-and-clinical-neurosciences,The Journal of Neuropsychiatry and Clinical Neurosciences,,1989.0,2007.0
sim_journal-of-neuroscience,The Journal of Neuroscience,,1989.0,2011.0
sim_journal-of-neuroscience-methods,Journal of Neuroscience Methods,,1979.0,1992.0
sim_journal-of-neuroscience-nursing,Journal of Neuroscience Nursing,,1969.0,2013.0
sim_journal-of-neurosurgery,Journal of Neurosurgery,1974; 1975; ,1944.0,2007.0
sim_journal-of-neurosurgical-sciences,Journal of Neurosurgical Sciences,,1975.0,1991.0
sim_journal-of-neurotherapy,Journal of Neurotherapy,1997; 2000; ,1995.0,2004.0
sim_journal-of-new-seeds,Journal of New Seeds,,1999.0,2004.0
sim_journal-of-non-crystalline-solids,Journal of Non-Crystalline Solids,,1968.0,2001.0
sim_journal-of-non-newtonian-fluid-mechanics,Journal of Non-Newtonian Fluid Mechanics,,1976.0,1996.0
sim_journal-of-nondestructive-evaluation,Journal of Nondestructive Evaluation,,1994.0,1995.0
sim_journal-of-nonprofit-public-sector-marketing,Journal of Nonprofit & Public Sector Marketing,1999; ,1993.0,2004.0
sim_journal-of-nonverbal-behavior,Journal of Nonverbal Behavior,,1976.0,2015.0
sim_journal-of-nuclear-materials,Journal of Nuclear Materials,1994; ,1959.0,1997.0
sim_journal-of-nuclear-medicine,The Journal of Nuclear Medicine,,1960.0,2014.0
sim_journal-of-nuclear-medicine-technology,Journal of Nuclear Medicine Technology,,1976.0,2013.0
sim_journal-of-numismatic-fine-arts,Journal of Numismatic Fine Arts,1975; ,1971.0,1977.0
sim_journal-of-nursing-administration,Journal of Nursing Administration,,1971.0,2013.0
sim_journal-of-nursing-care,The Journal of Nursing Care,,1968.0,1982.0
sim_journal-of-nursing-care-quality,Journal of Nursing Care Quality,,1986.0,2013.0
sim_journal-of-nursing-education,Journal of Nursing Education,,1962.0,2016.0
sim_journal-of-nursing-management,Journal of Nursing Management,2004; 2005; ,1993.0,2007.0
sim_journal-of-nursing-scholarship,Journal of Nursing Scholarship,,1992.0,2015.0
sim_journal-of-nutrition,The Journal of Nutrition,,1928.0,2015.0
sim_journal-of-nutrition-education-and-behavior,Journal of Nutrition Education and Behavior,,1969.0,2015.0
sim_journal-of-nutrition-in-gerontology-and-geriatrics,Journal of Nutrition in Gerontology and Geriatrics,2001; 2002; 2003; ,1980.0,2005.0
sim_journal-of-nutritional-biochemistry,The Journal of Nutritional Biochemistry,,1990.0,2010.0
sim_journal-of-nutritional-immunology,Journal of Nutritional Immunology,,1992.0,2001.0
sim_journal-of-obesity-and-weight-regulation,The Journal of Obesity and Weight Regulation,,1981.0,1989.0
sim_journal-of-obstetric-gynecologic-neonatal-nursing-jognn,"Journal of Obstetric, Gynecologic, and Neonatal Nursing: JOGNN",,1972.0,2015.0
sim_journal-of-obstetrics-and-gynaecology,Journal of Obstetrics and Gynaecology,1997; ,1987.0,2000.0
sim_journal-of-occupational-and-environmental-medicine,Journal of Occupational and Environmental Medicine,,1959.0,2013.0
sim_journal-of-occupational-and-organizational-psychology,Journal of Occupational and Organizational Psychology,,1992.0,2015.0
sim_journal-of-occupational-behavior,Journal of Occupational Behavior,,1980.0,2014.0
sim_journal-of-offender-rehabilitation,Journal of Offender Rehabilitation,1988; 2003; 2008; ,1976.0,2015.0
sim_journal-of-offshore-mechanics-and-arctic-engineering,Journal of Offshore Mechanics and Arctic Engineering,,1987.0,2009.0
sim_journal-of-operational-psychiatry,Journal of Operational Psychiatry,,1970.0,1985.0
sim_journal-of-operations-management,Journal of Operations Management,,1993.0,2013.0
sim_journal-of-optics-b-quantum-and-semiclassical-optics,Journal of Optics B: Quantum and Semiclassical Optics,,1999.0,2010.0
sim_journal-of-optimization-theory-and-applications,Journal of Optimization Theory and Applications,1997; ,1967.0,2002.0
sim_journal-of-oral-and-maxillofacial-surgery,Journal of Oral and Maxillofacial Surgery : Official Journal of the American Association of Oral and Maxillofacial Surgeons,,1943.0,2015.0
sim_journal-of-oral-medicine,Journal of Oral Medicine,,1946.0,1987.0
sim_journal-of-oral-rehabilitation,Journal of Oral Rehabilitation,1997; 1998; ,1980.0,2006.0
sim_journal-of-organic-chemistry,Journal of Organic Chemistry,,1936.0,2014.0
sim_journal-of-organizational-and-end-user-computing,Journal of Organizational and End User Computing,1998; 1999; 2000; 2009; ,1993.0,2010.0
sim_journal-of-organizational-behavior-management,Journal of Organizational Behavior Management,1989; 1991; ,1977.0,2014.0
sim_journal-of-organometallic-chemistry,Journal of Organometallic Chemistry,,1963.0,2003.0
sim_journal-of-orgonomy,Journal of Orgonomy,1974; 1975; 1976; 1977; 1978; 1979; ,1967.0,2009.0
sim_journal-of-oriental-studies,Journal of Oriental Studies,2000; 2001; 2002; 2003; 2004; 2007; 2008; ,1954.0,2009.0
sim_journal-of-orthodontics,Journal of Orthodontics,,1985.0,2006.0
sim_journal-of-orthomolecular-medicine,Journal of Orthomolecular Medicine,,1986.0,9999.0
sim_journal-of-orthomolecular-psychiatry,Journal of Orthomolecular Psychiatry,,1972.0,1985.0
sim_journal-of-orthopaedic-and-sports-physical-therapy,The Journal of Orthopaedic and Sports Physical Therapy,,1998.0,2006.0
sim_journal-of-orthopaedic-research,Journal of Orthopaedic Research,2008; ,1993.0,2009.0
sim_journal-of-orthopaedic-trauma,Journal of Orthopaedic Trauma,,1993.0,2011.0
sim_journal-of-otolaryngology-head-neck-surgery,Journal of Otolaryngology - Head & Neck Surgery = Le Journal d'Oto-Rhino-Laryngologie et de Chirurgie Cervico-Faciale,,1972.0,2011.0
sim_journal-of-outdoor-education,Journal of Outdoor Education,,1966.0,1993.0
sim_journal-of-paediatric-dentistry,Journal of Paediatric Dentistry,,1985.0,1990.0
sim_journal-of-paediatrics-and-child-health,Journal of Paediatrics and Child Health,,1965.0,2006.0
sim_journal-of-pain-and-symptom-management,Journal of Pain and Symptom Management,,1989.0,2008.0
sim_journal-of-pain-palliative-care-pharmacotherapy,Journal of Pain & Palliative Care Pharmacotherapy,2004; ,2003.0,2008.0
sim_journal-of-paleolimnology,Journal of Paleolimnology,1993; 1994; 1997; 1998; 1999; 2000; ,1991.0,2002.0
sim_journal-of-paleontology,Journal of Paleontology,,1927.0,2013.0
sim_journal-of-palestine-studies,Journal of Palestine Studies,,1971.0,2015.0
sim_journal-of-palliative-care,Journal of Palliative Care,,1989.0,2011.0
sim_journal-of-parapsychology,The Journal of Parapsychology,,1950.0,2014.0
sim_journal-of-parasitology,The Journal of Parasitology,,1955.0,1964.0
sim_journal-of-partnership-taxation,Journal of Partnership Taxation,,1984.0,1997.0
